級,四字熟語,読み,意味
3級,牛刀割鶏,ぎゅうとうかっけい,ちょっとしたことに、無駄に大きな手段を使って処理すること。牛をさばくための牛刀を使って鶏をさばくという意味から。「鶏を割くに焉んぞ牛刀を用いん」を略した言葉。 「牛刀割鶏」ともいう。
3級,空中楼閣,くうちゅうのろうかく,土台のない蜃気楼で現れた建物という意味から、根拠がなく現実的ではない考えや議論のこと。
3級,苦口婆心,くこうばしん,相手のことを思い、口を苦くして何度も教えさとすこと。「苦口」は口を苦くするという意味から厳しい助言。「婆心」は慈愛溢れる老女のような心のこと。
3級,愚公移山,ぐこういざん,大きなことでも、根気よく努力し続ければ必ず成功することのたとえ。愚公という老人の家の前に二つの大きな山があり、どこに行くにも迂回しなければいけなかった。不便なので山を切り崩し、平にしようとしたときに嘲笑するものもいたが、何代にも渡ってやれば出来ると山を崩し始めた。愚公の熱意を感じた天帝が二つの山を移した故事から。
3級,愚者一得,ぐしゃのいっとく,愚かな人でもたまには優れた名案を出すこと。自分の意見を出すときに謙遜の表現としても用いることがある。
3級,愚問愚答,ぐもんぐとう,意味のない問答のこと。つまらない質問と愚かな答えという意味から。
3級,群軽折軸,ぐんけいせつじく,小さな力でも、多く集まれば大きな力になることのたとえ。「群」は多いことや多くの人、「軸」は車の軸のことで、軽いものでも数が多ければ重くなって、車の軸は折れるという意味から。「群軽（ぐんけい）軸（じく）を折る」とも読む。
3級,鶏口牛後,けいこうぎゅうご,大きな組織に入って上の人に付き従い言いなりになるより、小さな組織だとしても上に立つほうがよいということ。「鶏口」は鶏の口ばしのことで、小さな組織の長という意味。「牛後」は牛の尾のことで、大きな組織の末端という意味。戦国時代、蘇秦が韓王に秦の属国になるより、たとえ小国だとしても一国の王のほうがよいと説得した故事から。「寧（むし）ろ鶏口と為（な）るも、牛後と為（な）るなかれ」の略。
3級,刑故無小,けいこむしょう,故意の犯罪には大も小もないので、小さな罪であっても刑罰を与えるべきであるということ。「故」は故意に犯した犯罪のこと。
3級,形単影隻,けいたんえいせき,誰一人として身内がいなくて孤独なこと。「形」は体のこと。 「隻」は一つのこと。体が一つ、影が一つという意味から。 「影隻形単」ともいう。
3級,軽慮浅謀,けいりょせんぼう,思慮の欠けた考えや作戦。「軽慮」は軽はずみな考え。 「浅謀」はあまり考えられていない計画や作戦。
3級,血脈貫通,けつみゃくかんつう,文章の構成に初めから最後まで一貫性があり、統一されていること。血液の流れが体の全てに行き渡るという意味から。
3級,堅甲利兵,けんこうりへい,強大な戦力を持つ軍隊のこと。「堅甲」は丈夫な鎧、「利兵」は鋭い武器。
3級,権謀術数,けんぼうじゅっすう,他人を騙しておとしめる策略のこと。「権謀」は状況にあわせた策略。 「術数」は策略のこと。特に、社会や組織などの集団の中において、他者をおとしめることで自分にとって都合がいい状況になるように仕向けて、地位や評価を上げる策略のこと。
3級,賢良方正,けんりょうほうせい,賢くて行いが正しいということ。または、中国の漢や唐の時代以降に行われた、官吏を登用するときの試験の科目の名前。「賢良」は賢くて素直なこと。 「方正」は行いが正しいという意味。
3級,鯨飲馬食,げいいんばしょく,一度の食事で非常に多くのものを食べたり飲んだりすること。「鯨飲」は鯨のように多量に飲むこと。「馬食」は馬のように多量に食べること。
3級,激濁揚清,げきだくようせい,悪を取り除き、善を勧めること。「濁」は濁った流れことで、悪のたとえ。「清」は清らかな水のことで、善のたとえ。悪を激流に流して、善を上に押し上げるという意味から。「濁（だく）を激（げき）して清（せい）を揚（あ）ぐ」とも読む。「揚清激濁」ともいう。
3級,巧言乱徳,こうげんらんとく,口先だけのきれいごとは、人の心を惑わして徳を乱すことになるという意味。「巧言」は相手に気に入られるように飾った言葉。 「乱徳」は徳を乱すこと。中身のない口先だけの言葉は、人を惑わし、自身の信頼を失って、人の道を誤らせるという意味から。「巧言（こうげん）は徳を乱（みだ）る」とも読む。
3級,巧言令色,こうげんれいしょく,心のこもっていない言葉や取り繕った表情などで、相手に気に入られようとすること。「巧言」は相手に気に入られるために飾った言葉。「令色」は表情を愛想良く飾ること。
